Water_Test_ID,Location_ID,Test_Date,Source_Type,pH,Turbidity_NTU,TDS_mgL,Hardness_mgL,Chloride_mgL,Nitrate_mgL,Arsenic_mgL,Fluoride_mgL,Ecoli_Presence,Test_By
WQT_SHI_SPR_20240706,VLG_SHI_01,2024-07-06,Spring,7.7,5.25,176.37,70.91,4.54,2.32,0.0009,0.198,False,IoT_Sensor
WQT_ITN_RIV_20240706,VLG_ITN_01,2024-07-06,River,7.13,18.42,208.9,115.07,17.49,9.28,0.0001,0.31,True,ASHA_Worker
WQT_ITN_GRA_20240706,VLG_ITN_01,2024-07-06,Gravity-fed System,7.53,4.86,130.5,49.65,11.33,4.12,0.0005,0.189,False,IoT_Sensor
WQT_ITN_STR_20240706,VLG_ITN_01,2024-07-06,Stream,7.0,16.21,76.5,27.9,17.15,7.99,0.0014,0.204,False,ASHA_Worker
WQT_AIT_PON_20240706,VLG_AIT_01,2024-07-06,Pond,7.04,26.8,288.72,114.53,38.19,15.18,0.003,0.191,False,ASHA_Worker
WQT_AIT_RIV_20240706,VLG_AIT_01,2024-07-06,River,6.65,17.02,203.97,74.9,16.37,8.19,0.0021,0.17,False,ASHA_Worker
WQT_AIT_WEL_20240706,VLG_AIT_01,2024-07-06,Well,7.4,4.44,109.96,185.79,24.8,7.99,0.002,0.138,False,IoT_Sensor
WQT_IMF_WEL_20240706,VLG_IMF_01,2024-07-06,Well,7.28,9.53,434.45,122.61,27.45,9.18,0.0036,0.531,False,IoT_Sensor
WQT_IMF_LAK_20240706,VLG_IMF_01,2024-07-06,Lake,6.85,32.52,150.94,91.16,11.51,9.32,0.0028,0.28,False,ASHA_Worker
WQT_IMF_HAN_20240706,VLG_IMF_01,2024-07-06,Handpump,7.27,5.18,166.86,141.78,41.22,14.83,0.0128,1.141,False,IoT_Sensor
WQT_TIN_HAN_20240706,VLG_TIN_01,2024-07-06,Handpump,7.62,3.0,196.89,16.79,54.65,14.91,0.0149,0.955,True,IoT_Sensor
WQT_TIN_BOR_20240706,VLG_TIN_01,2024-07-06,Borewell,7.52,2.24,289.27,207.48,59.71,0.68,0.018,1.409,False,IoT_Sensor
WQT_TIN_PON_20240706,VLG_TIN_01,2024-07-06,Pond,6.69,25.68,131.84,47.12,19.2,17.62,0.004,0.425,False,ASHA_Worker
WQT_PAS_RIV_20240706,VLG_PAS_01,2024-07-06,River,6.72,22.29,150.37,93.6,16.49,9.09,0.0021,0.17,True,ASHA_Worker
WQT_PAS_STR_20240706,VLG_PAS_01,2024-07-06,Stream,6.7,14.95,148.34,78.83,18.84,7.87,0.0016,0.141,False,ASHA_Worker
WQT_PAS_HAN_20240706,VLG_PAS_01,2024-07-06,Handpump,7.47,1.78,277.21,231.43,47.62,12.6,0.0129,0.487,False,IoT_Sensor
WQT_GAU_RIV_20240707,VLG_GAU_01,2024-07-07,River,6.64,11.52,162.22,131.09,12.78,5.96,0.0024,0.336,False,IoT_Sensor
WQT_GAU_HAN_20240707,VLG_GAU_01,2024-07-07,Handpump,7.57,1.48,251.87,117.82,49.05,7.83,0.0058,0.949,False,IoT_Sensor
WQT_GAU_PON_20240707,VLG_GAU_01,2024-07-07,Pond,7.3,20.6,201.23,77.84,18.02,9.59,0.0024,0.3,False,IoT_Sensor
WQT_SIL_WEL_20240707,VLG_SIL_01,2024-07-07,Well,6.73,4.02,275.74,110.74,40.11,15.49,0.0054,0.681,False,IoT_Sensor
WQT_SIL_PON_20240707,VLG_SIL_01,2024-07-07,Pond,6.27,14.4,178.2,77.13,0.0,8.96,0.0039,0.427,False,IoT_Sensor
WQT_SIL_HAN_20240707,VLG_SIL_01,2024-07-07,Handpump,7.53,1.85,513.13,128.73,39.6,14.51,0.0032,0.493,False,IoT_Sensor
WQT_AGR_BOR_20240707,VLG_AGR_01,2024-07-07,Borewell,7.69,1.91,365.39,124.26,37.99,4.69,0.0283,0.969,False,IoT_Sensor
WQT_AGR_HAN_20240707,VLG_AGR_01,2024-07-07,Handpump,7.73,1.74,319.94,239.19,23.31,11.93,0.0155,0.937,False,IoT_Sensor
WQT_AGR_RIV_20240707,VLG_AGR_01,2024-07-07,River,7.12,12.18,195.95,62.24,12.07,6.05,0.0026,0.28,False,IoT_Sensor
WQT_KOH_SPR_20240707,VLG_KOH_01,2024-07-07,Spring,7.5,0.0,100.91,90.28,13.46,3.4,0.0006,0.309,False,IoT_Sensor
WQT_KOH_STR_20240707,VLG_KOH_01,2024-07-07,Stream,7.21,8.49,65.54,70.96,8.29,6.75,0.0014,0.258,False,IoT_Sensor
WQT_KOH_TAN_20240707,VLG_KOH_01,2024-07-07,Tanker,7.26,0.0,156.28,58.16,27.21,5.04,0.0004,0.507,False,IoT_Sensor
WQT_SHI_STR_20240707,VLG_SHI_01,2024-07-07,Stream,6.9,3.03,81.33,85.69,14.47,4.74,0.0005,0.55,False,IoT_Sensor
WQT_SHI_RAI_20240707,VLG_SHI_01,2024-07-07,Rainwater Collector,6.34,5.95,60.21,34.79,4.94,1.29,0.0004,0.054,False,IoT_Sensor
WQT_SHI_SPR_20240707,VLG_SHI_01,2024-07-07,Spring,7.56,2.99,105.23,40.04,8.81,4.96,0.0022,0.15,False,IoT_Sensor
WQT_ITN_RIV_20240707,VLG_ITN_01,2024-07-07,River,6.71,11.47,89.9,59.2,5.62,3.35,0.0033,0.438,False,IoT_Sensor
WQT_ITN_GRA_20240707,VLG_ITN_01,2024-07-07,Gravity-fed System,7.4,4.17,96.92,96.6,6.38,4.11,0.0017,0.24,False,IoT_Sensor
WQT_ITN_STR_20240707,VLG_ITN_01,2024-07-07,Stream,7.44,5.44,115.73,78.22,6.22,3.8,0.0011,0.314,False,IoT_Sensor
WQT_AIT_PON_20240707,VLG_AIT_01,2024-07-07,Pond,6.51,15.76,187.9,126.91,22.24,9.26,0.0025,0.482,False,IoT_Sensor
WQT_AIT_RIV_20240707,VLG_AIT_01,2024-07-07,River,7.09,11.34,144.2,97.41,11.36,5.91,0.0052,0.209,False,IoT_Sensor
WQT_AIT_WEL_20240707,VLG_AIT_01,2024-07-07,Well,6.99,0.63,216.03,23.6,44.46,18.39,0.0063,0.629,False,IoT_Sensor
WQT_IMF_WEL_20240707,VLG_IMF_01,2024-07-07,Well,7.16,1.83,303.4,205.58,25.93,9.89,0.0048,0.32,False,IoT_Sensor
WQT_IMF_LAK_20240707,VLG_IMF_01,2024-07-07,Lake,7.45,9.0,130.47,99.81,13.2,6.61,0.002,0.35,False,IoT_Sensor
WQT_IMF_HAN_20240707,VLG_IMF_01,2024-07-07,Handpump,7.52,2.14,450.35,151.24,29.6,10.6,0.0103,0.794,False,IoT_Sensor
WQT_TIN_HAN_20240707,VLG_TIN_01,2024-07-07,Handpump,7.65,1.51,549.58,213.08,40.37,16.3,0.0082,0.941,False,IoT_Sensor
WQT_TIN_BOR_20240707,VLG_TIN_01,2024-07-07,Borewell,8.03,0.0,220.17,190.94,40.03,11.52,0.0008,1.265,False,IoT_Sensor
WQT_TIN_PON_20240707,VLG_TIN_01,2024-07-07,Pond,5.97,9.53,214.86,120.68,27.76,8.78,0.002,0.532,False,IoT_Sensor
WQT_PAS_RIV_20240707,VLG_PAS_01,2024-07-07,River,7.35,3.89,209.96,85.12,13.2,5.26,0.0011,0.27,False,IoT_Sensor
WQT_PAS_STR_20240707,VLG_PAS_01,2024-07-07,Stream,6.91,7.04,121.07,57.38,10.5,3.6,0.0009,0.146,False,IoT_Sensor
WQT_PAS_HAN_20240707,VLG_PAS_01,2024-07-07,Handpump,7.51,0.46,281.97,270.21,32.15,12.64,0.0025,1.083,False,IoT_Sensor
WQT_GAU_RIV_20240708,VLG_GAU_01,2024-07-08,River,7.92,14.21,147.25,96.16,26.06,5.66,0.0023,0.358,False,IoT_Sensor
WQT_GAU_HAN_20240708,VLG_GAU_01,2024-07-08,Handpump,7.98,1.99,403.83,267.41,16.09,11.3,0.0134,1.224,False,IoT_Sensor
WQT_GAU_PON_20240708,VLG_GAU_01,2024-07-08,Pond,7.33,0.0,123.01,22.94,9.42,7.18,0.0043,0.416,False,IoT_Sensor
WQT_SIL_WEL_20240708,VLG_SIL_01,2024-07-08,Well,6.55,0.0,201.68,103.76,22.87,14.0,0.0074,0.884,False,IoT_Sensor
WQT_SIL_PON_20240708,VLG_SIL_01,2024-07-08,Pond,7.17,18.87,101.36,105.84,41.15,10.22,0.0016,0.344,False,IoT_Sensor
WQT_SIL_HAN_20240708,VLG_SIL_01,2024-07-08,Handpump,7.83,2.16,334.65,216.35,31.89,11.26,0.0098,0.825,False,IoT_Sensor
WQT_AGR_BOR_20240708,VLG_AGR_01,2024-07-08,Borewell,7.83,1.08,428.38,175.49,98.21,19.43,0.0033,1.334,False,IoT_Sensor
WQT_AGR_HAN_20240708,VLG_AGR_01,2024-07-08,Handpump,7.55,1.48,204.72,103.75,35.79,11.9,0.0163,0.813,False,IoT_Sensor
WQT_AGR_RIV_20240708,VLG_AGR_01,2024-07-08,River,6.86,5.39,121.16,74.63,18.48,6.35,0.0009,0.328,False,IoT_Sensor
WQT_KOH_SPR_20240708,VLG_KOH_01,2024-07-08,Spring,7.4,2.19,125.3,48.38,7.91,3.64,0.0008,0.1,False,IoT_Sensor
WQT_KOH_STR_20240708,VLG_KOH_01,2024-07-08,Stream,7.67,11.91,89.96,86.37,12.38,6.01,0.0001,0.11,False,IoT_Sensor
WQT_KOH_TAN_20240708,VLG_KOH_01,2024-07-08,Tanker,7.25,1.38,130.8,88.57,25.75,5.43,0.0002,0.501,False,IoT_Sensor
WQT_SHI_STR_20240708,VLG_SHI_01,2024-07-08,Stream,7.59,8.88,131.62,60.85,8.96,6.68,0.003,0.279,False,IoT_Sensor
WQT_SHI_RAI_20240708,VLG_SHI_01,2024-07-08,Rainwater Collector,6.2,2.74,95.52,8.73,4.55,1.13,0.0012,0.131,False,IoT_Sensor
WQT_SHI_SPR_20240708,VLG_SHI_01,2024-07-08,Spring,7.58,1.43,77.48,40.97,3.1,3.33,0.0011,0.319,False,IoT_Sensor
WQT_ITN_RIV_20240708,VLG_ITN_01,2024-07-08,River,7.77,0.0,140.04,93.62,19.09,5.36,0.003,0.278,False,IoT_Sensor
WQT_ITN_GRA_20240708,VLG_ITN_01,2024-07-08,Gravity-fed System,7.03,3.37,104.9,39.32,8.36,3.11,0.0021,0.487,False,IoT_Sensor
WQT_ITN_STR_20240708,VLG_ITN_01,2024-07-08,Stream,7.23,7.56,79.22,41.54,5.2,3.29,0.0002,0.24,True,IoT_Sensor
WQT_AIT_PON_20240708,VLG_AIT_01,2024-07-08,Pond,6.43,10.28,248.12,137.91,16.03,7.99,0.0012,0.583,False,IoT_Sensor
WQT_AIT_RIV_20240708,VLG_AIT_01,2024-07-08,River,6.58,13.18,111.98,90.83,9.08,6.14,0.0031,0.293,True,IoT_Sensor
WQT_AIT_WEL_20240708,VLG_AIT_01,2024-07-08,Well,7.13,1.73,343.89,273.62,23.08,10.85,0.0031,0.699,False,IoT_Sensor
WQT_IMF_WEL_20240708,VLG_IMF_01,2024-07-08,Well,7.3,1.59,240.75,119.1,52.75,9.0,0.0009,0.727,False,IoT_Sensor
WQT_IMF_LAK_20240708,VLG_IMF_01,2024-07-08,Lake,6.8,8.62,260.53,111.06,18.74,3.31,0.0009,0.489,False,IoT_Sensor
WQT_IMF_HAN_20240708,VLG_IMF_01,2024-07-08,Handpump,7.57,1.33,130.02,186.68,27.3,10.03,0.0168,0.79,False,IoT_Sensor
WQT_TIN_HAN_20240708,VLG_TIN_01,2024-07-08,Handpump,7.05,2.53,256.83,303.12,33.5,20.37,0.0009,0.753,False,IoT_Sensor
WQT_TIN_BOR_20240708,VLG_TIN_01,2024-07-08,Borewell,7.82,2.11,426.28,133.02,74.8,10.17,0.0302,0.658,False,IoT_Sensor
WQT_TIN_PON_20240708,VLG_TIN_01,2024-07-08,Pond,6.11,6.29,323.08,36.5,23.58,7.74,0.0029,0.498,False,IoT_Sensor
WQT_PAS_RIV_20240708,VLG_PAS_01,2024-07-08,River,7.09,12.57,104.63,30.74,16.64,4.21,0.0016,0.273,True,IoT_Sensor
WQT_PAS_STR_20240708,VLG_PAS_01,2024-07-08,Stream,7.73,8.14,143.47,66.08,17.16,3.56,0.0004,0.1,False,IoT_Sensor
WQT_PAS_HAN_20240708,VLG_PAS_01,2024-07-08,Handpump,7.2,2.56,180.03,215.52,33.51,19.11,0.0079,0.982,False,IoT_Sensor
WQT_GAU_RIV_20240709,VLG_GAU_01,2024-07-09,River,7.67,14.54,156.72,105.51,27.43,2.88,0.0013,0.295,False,IoT_Sensor
WQT_GAU_HAN_20240709,VLG_GAU_01,2024-07-09,Handpump,7.67,0.0,263.53,160.62,43.74,19.88,0.0216,0.662,False,IoT_Sensor
WQT_GAU_PON_20240709,VLG_GAU_01,2024-07-09,Pond,6.95,11.2,237.62,99.22,31.82,8.82,0.0062,0.338,False,IoT_Sensor
WQT_SIL_WEL_20240709,VLG_SIL_01,2024-07-09,Well,6.81,2.62,349.2,156.85,36.57,13.79,0.0051,0.491,False,IoT_Sensor
WQT_SIL_PON_20240709,VLG_SIL_01,2024-07-09,Pond,6.7,15.56,119.21,79.17,22.02,5.13,0.0036,0.373,True,IoT_Sensor
WQT_SIL_HAN_20240709,VLG_SIL_01,2024-07-09,Handpump,7.58,3.71,193.1,133.41,17.65,10.09,0.0173,1.374,False,IoT_Sensor
WQT_AGR_BOR_20240709,VLG_AGR_01,2024-07-09,Borewell,7.87,2.19,254.98,205.55,59.45,13.75,0.0363,0.895,False,IoT_Sensor
WQT_AGR_HAN_20240709,VLG_AGR_01,2024-07-09,Handpump,7.39,1.1,238.51,195.14,60.24,8.88,0.0132,0.961,False,IoT_Sensor
WQT_AGR_RIV_20240709,VLG_AGR_01,2024-07-09,River,7.21,7.67,168.37,93.85,11.91,9.66,0.0011,0.321,False,IoT_Sensor
WQT_KOH_SPR_20240709,VLG_KOH_01,2024-07-09,Spring,7.41,1.05,119.74,17.29,9.26,4.17,0.001,0.204,False,IoT_Sensor
WQT_KOH_STR_20240709,VLG_KOH_01,2024-07-09,Stream,7.32,8.56,140.44,32.18,16.43,2.42,0.0001,0.354,False,IoT_Sensor
WQT_KOH_TAN_20240709,VLG_KOH_01,2024-07-09,Tanker,7.16,2.36,150.96,87.75,30.38,4.44,0.0,0.492,False,IoT_Sensor
WQT_SHI_STR_20240709,VLG_SHI_01,2024-07-09,Stream,7.59,8.58,157.42,83.76,11.01,5.31,0.0016,0.251,False,IoT_Sensor
WQT_SHI_RAI_20240709,VLG_SHI_01,2024-07-09,Rainwater Collector,6.52,4.28,63.88,28.64,10.61,3.5,0.0006,0.095,False,IoT_Sensor
WQT_SHI_SPR_20240709,VLG_SHI_01,2024-07-09,Spring,7.38,4.7,69.61,61.12,12.32,2.66,0.0024,0.231,False,IoT_Sensor
WQT_ITN_RIV_20240709,VLG_ITN_01,2024-07-09,River,7.37,16.67,210.13,83.09,21.9,7.27,0.0021,0.265,False,IoT_Sensor
WQT_ITN_GRA_20240709,VLG_ITN_01,2024-07-09,Gravity-fed System,7.25,2.83,84.99,71.03,12.64,4.28,0.0012,0.279,False,IoT_Sensor
WQT_ITN_STR_20240709,VLG_ITN_01,2024-07-09,Stream,7.09,3.72,147.88,88.75,20.93,5.67,0.0,0.216,False,IoT_Sensor
WQT_AIT_PON_20240709,VLG_AIT_01,2024-07-09,Pond,7.44,12.61,128.31,90.76,31.16,5.46,0.003,0.281,False,IoT_Sensor
WQT_AIT_RIV_20240709,VLG_AIT_01,2024-07-09,River,6.78,6.45,92.73,56.65,15.42,2.76,0.0022,0.186,False,IoT_Sensor
WQT_AIT_WEL_20240709,VLG_AIT_01,2024-07-09,Well,7.25,1.5,255.75,185.79,44.73,9.9,0.0034,0.61,False,IoT_Sensor
WQT_IMF_WEL_20240709,VLG_IMF_01,2024-07-09,Well,6.79,5.05,246.92,190.49,34.13,2.39,0.0069,0.509,False,IoT_Sensor
WQT_IMF_LAK_20240709,VLG_IMF_01,2024-07-09,Lake,7.38,5.98,212.87,68.83,9.21,5.42,0.0043,0.457,False,IoT_Sensor
WQT_IMF_HAN_20240709,VLG_IMF_01,2024-07-09,Handpump,7.43,0.67,495.4,228.37,59.27,21.48,0.0226,0.757,False,IoT_Sensor
WQT_TIN_HAN_20240709,VLG_TIN_01,2024-07-09,Handpump,7.68,1.99,345.97,155.41,51.98,9.75,0.019,0.788,False,IoT_Sensor
WQT_TIN_BOR_20240709,VLG_TIN_01,2024-07-09,Borewell,7.98,0.6,417.25,210.62,68.5,17.15,0.0059,1.075,False,IoT_Sensor
WQT_TIN_PON_20240709,VLG_TIN_01,2024-07-09,Pond,6.89,16.36,225.8,75.91,25.84,7.71,0.003,0.375,False,IoT_Sensor
WQT_PAS_RIV_20240709,VLG_PAS_01,2024-07-09,River,7.64,5.1,3.79,73.43,13.97,3.41,0.0035,0.387,False,IoT_Sensor
WQT_PAS_STR_20240709,VLG_PAS_01,2024-07-09,Stream,7.26,6.06,95.56,58.51,6.44,5.32,0.0002,0.267,False,IoT_Sensor
WQT_PAS_HAN_20240709,VLG_PAS_01,2024-07-09,Handpump,7.53,1.22,341.41,196.51,51.74,9.1,0.0123,0.527,False,IoT_Sensor
WQT_GAU_RIV_20240710,VLG_GAU_01,2024-07-10,River,6.82,32.57,145.55,99.67,24.0,12.58,0.0023,0.216,True,ASHA_Worker
WQT_GAU_HAN_20240710,VLG_GAU_01,2024-07-10,Handpump,7.48,5.2,143.03,152.44,47.67,22.88,0.0171,0.487,True,IoT_Sensor
WQT_GAU_PON_20240710,VLG_GAU_01,2024-07-10,Pond,5.81,26.31,296.4,128.59,47.9,19.0,0.0026,0.402,True,ASHA_Worker
WQT_SIL_WEL_20240710,VLG_SIL_01,2024-07-10,Well,6.5,8.93,345.89,120.56,24.56,7.43,0.0018,0.33,False,IoT_Sensor
WQT_SIL_PON_20240710,VLG_SIL_01,2024-07-10,Pond,6.54,45.68,306.31,159.72,30.68,15.5,0.0027,0.38,True,ASHA_Worker
WQT_SIL_HAN_20240710,VLG_SIL_01,2024-07-10,Handpump,7.71,5.92,550.89,273.84,48.5,12.18,0.0086,0.915,False,IoT_Sensor
WQT_AGR_BOR_20240710,VLG_AGR_01,2024-07-10,Borewell,7.79,5.6,210.27,236.01,59.79,15.23,0.0262,1.164,False,IoT_Sensor
WQT_AGR_HAN_20240710,VLG_AGR_01,2024-07-10,Handpump,7.24,7.69,240.12,258.58,29.88,8.95,0.0178,0.592,False,IoT_Sensor
WQT_AGR_RIV_20240710,VLG_AGR_01,2024-07-10,River,6.31,27.13,154.33,75.62,14.14,10.04,0.0031,0.405,True,ASHA_Worker
WQT_KOH_SPR_20240710,VLG_KOH_01,2024-07-10,Spring,7.07,5.58,164.04,63.93,10.11,7.2,0.0003,0.203,False,IoT_Sensor
WQT_KOH_STR_20240710,VLG_KOH_01,2024-07-10,Stream,6.68,25.6,247.36,102.97,21.29,12.79,0.0003,0.183,True,ASHA_Worker
WQT_KOH_TAN_20240710,VLG_KOH_01,2024-07-10,Tanker,6.95,5.83,154.0,80.6,25.13,5.51,0.0024,0.52,False,IoT_Sensor
WQT_SHI_STR_20240710,VLG_SHI_01,2024-07-10,Stream,6.63,22.08,199.64,78.6,19.24,8.52,0.0013,0.431,True,ASHA_Worker
WQT_SHI_RAI_20240710,VLG_SHI_01,2024-07-10,Rainwater Collector,6.48,28.73,125.71,6.53,17.96,7.97,0.001,0.176,True,ASHA_Worker
WQT_SHI_SPR_20240710,VLG_SHI_01,2024-07-10,Spring,7.26,7.14,104.24,61.77,10.92,3.54,0.0027,0.046,False,IoT_Sensor
WQT_ITN_RIV_20240710,VLG_ITN_01,2024-07-10,River,6.52,24.44,282.48,81.93,30.53,10.47,0.0014,0.196,False,ASHA_Worker
WQT_ITN_GRA_20240710,VLG_ITN_01,2024-07-10,Gravity-fed System,7.23,5.49,105.89,73.8,7.79,4.17,0.001,0.281,False,IoT_Sensor
WQT_ITN_STR_20240710,VLG_ITN_01,2024-07-10,Stream,6.38,29.8,143.23,64.33,28.54,10.02,0.0014,0.295,True,ASHA_Worker
WQT_AIT_PON_20240710,VLG_AIT_01,2024-07-10,Pond,6.44,37.22,144.41,135.97,42.22,14.42,0.0018,0.476,False,ASHA_Worker
WQT_AIT_RIV_20240710,VLG_AIT_01,2024-07-10,River,7.31,26.84,97.74,122.17,17.08,11.04,0.0019,0.151,False,ASHA_Worker
WQT_AIT_WEL_20240710,VLG_AIT_01,2024-07-10,Well,6.9,4.94,69.33,137.69,35.17,11.95,0.0063,0.787,False,IoT_Sensor
WQT_IMF_WEL_20240710,VLG_IMF_01,2024-07-10,Well,6.86,7.45,217.59,143.41,44.3,17.63,0.0065,0.764,True,IoT_Sensor
WQT_IMF_LAK_20240710,VLG_IMF_01,2024-07-10,Lake,6.82,24.0,264.16,99.14,37.25,10.58,0.0054,0.372,True,ASHA_Worker
WQT_IMF_HAN_20240710,VLG_IMF_01,2024-07-10,Handpump,7.65,7.48,261.12,176.67,41.03,15.55,0.0179,1.094,False,IoT_Sensor
WQT_TIN_HAN_20240710,VLG_TIN_01,2024-07-10,Handpump,7.2,5.32,276.25,126.7,32.32,8.66,0.0198,0.112,False,IoT_Sensor
WQT_TIN_BOR_20240710,VLG_TIN_01,2024-07-10,Borewell,8.04,6.79,241.43,169.69,67.16,19.88,0.0185,0.487,False,IoT_Sensor
WQT_TIN_PON_20240710,VLG_TIN_01,2024-07-10,Pond,5.8,38.97,248.58,104.18,40.54,19.14,0.002,0.305,True,ASHA_Worker
WQT_PAS_RIV_20240710,VLG_PAS_01,2024-07-10,River,6.75,34.47,185.38,92.21,31.68,9.92,0.0023,0.186,True,ASHA_Worker
WQT_PAS_STR_20240710,VLG_PAS_01,2024-07-10,Stream,6.66,33.4,200.83,76.46,21.83,9.06,0.0003,0.128,False,ASHA_Worker
WQT_PAS_HAN_20240710,VLG_PAS_01,2024-07-10,Handpump,7.49,5.37,339.7,188.11,34.95,5.55,0.0202,1.113,False,IoT_Sensor
WQT_GAU_RIV_20240711,VLG_GAU_01,2024-07-11,River,7.43,3.62,170.9,64.7,18.38,4.82,0.0028,0.362,False,IoT_Sensor
WQT_GAU_HAN_20240711,VLG_GAU_01,2024-07-11,Handpump,7.6,1.98,431.32,210.36,41.94,14.43,0.0158,0.573,False,IoT_Sensor
WQT_GAU_PON_20240711,VLG_GAU_01,2024-07-11,Pond,7.0,8.35,122.52,106.0,6.79,4.64,0.004,0.245,False,IoT_Sensor
WQT_SIL_WEL_20240711,VLG_SIL_01,2024-07-11,Well,6.68,1.36,207.54,118.87,28.17,7.62,0.0078,0.831,False,IoT_Sensor
WQT_SIL_PON_20240711,VLG_SIL_01,2024-07-11,Pond,7.0,8.59,288.24,98.64,13.59,9.48,0.0044,0.374,False,IoT_Sensor
WQT_SIL_HAN_20240711,VLG_SIL_01,2024-07-11,Handpump,7.7,2.45,378.1,289.45,57.78,14.98,0.01,0.657,False,IoT_Sensor
WQT_AGR_BOR_20240711,VLG_AGR_01,2024-07-11,Borewell,8.02,2.15,204.76,194.28,36.07,17.86,0.0179,0.874,False,IoT_Sensor
WQT_AGR_HAN_20240711,VLG_AGR_01,2024-07-11,Handpump,7.59,2.72,222.55,114.98,42.19,10.47,0.0222,0.98,False,IoT_Sensor
WQT_AGR_RIV_20240711,VLG_AGR_01,2024-07-11,River,6.95,2.11,267.0,112.31,18.57,5.02,0.0021,0.162,True,IoT_Sensor
WQT_KOH_SPR_20240711,VLG_KOH_01,2024-07-11,Spring,7.51,3.93,122.64,94.42,9.43,0.54,0.0002,0.1,False,IoT_Sensor
WQT_KOH_STR_20240711,VLG_KOH_01,2024-07-11,Stream,7.3,11.31,45.44,69.96,13.54,2.17,0.0012,0.153,False,IoT_Sensor
WQT_KOH_TAN_20240711,VLG_KOH_01,2024-07-11,Tanker,7.16,1.71,153.62,95.2,24.18,5.58,0.0006,0.438,False,IoT_Sensor
WQT_SHI_STR_20240711,VLG_SHI_01,2024-07-11,Stream,7.17,8.69,158.79,95.85,10.59,6.17,0.0011,0.254,False,IoT_Sensor
WQT_SHI_RAI_20240711,VLG_SHI_01,2024-07-11,Rainwater Collector,6.4,6.93,54.01,18.34,9.67,2.48,0.0006,0.137,False,IoT_Sensor
WQT_SHI_SPR_20240711,VLG_SHI_01,2024-07-11,Spring,7.43,1.51,104.98,68.46,10.59,4.33,0.0001,0.247,False,IoT_Sensor
WQT_ITN_RIV_20240711,VLG_ITN_01,2024-07-11,River,6.95,10.63,196.59,101.57,16.81,6.41,0.0019,0.274,False,IoT_Sensor
WQT_ITN_GRA_20240711,VLG_ITN_01,2024-07-11,Gravity-fed System,7.39,2.58,102.31,74.86,10.61,4.24,0.0008,0.25,False,IoT_Sensor
WQT_ITN_STR_20240711,VLG_ITN_01,2024-07-11,Stream,7.32,8.31,100.44,62.27,13.79,3.39,0.0008,0.218,False,IoT_Sensor
WQT_AIT_PON_20240711,VLG_AIT_01,2024-07-11,Pond,7.82,20.79,210.44,176.46,12.66,8.08,0.0026,0.351,True,IoT_Sensor
WQT_AIT_RIV_20240711,VLG_AIT_01,2024-07-11,River,7.62,18.7,208.07,81.0,25.47,7.79,0.0022,0.244,False,IoT_Sensor
WQT_AIT_WEL_20240711,VLG_AIT_01,2024-07-11,Well,6.85,2.96,276.87,137.11,23.63,10.83,0.007,0.622,False,IoT_Sensor
WQT_IMF_WEL_20240711,VLG_IMF_01,2024-07-11,Well,6.96,6.4,222.66,166.45,18.1,9.37,0.0047,0.332,False,IoT_Sensor
WQT_IMF_LAK_20240711,VLG_IMF_01,2024-07-11,Lake,6.67,17.69,188.27,73.15,21.1,7.32,0.0041,0.389,False,IoT_Sensor
WQT_IMF_HAN_20240711,VLG_IMF_01,2024-07-11,Handpump,7.58,2.2,448.56,87.39,50.77,12.89,0.0078,0.771,False,IoT_Sensor
WQT_TIN_HAN_20240711,VLG_TIN_01,2024-07-11,Handpump,7.17,0.4,300.65,141.39,27.96,20.53,0.009,0.716,False,IoT_Sensor
WQT_TIN_BOR_20240711,VLG_TIN_01,2024-07-11,Borewell,7.81,2.66,452.75,67.17,58.16,17.36,0.025,1.288,False,IoT_Sensor
WQT_TIN_PON_20240711,VLG_TIN_01,2024-07-11,Pond,6.51,24.47,249.07,77.6,21.0,4.33,0.0028,0.44,True,IoT_Sensor
WQT_PAS_RIV_20240711,VLG_PAS_01,2024-07-11,River,6.87,8.09,189.36,92.15,14.18,7.07,0.0005,0.402,True,IoT_Sensor
WQT_PAS_STR_20240711,VLG_PAS_01,2024-07-11,Stream,7.25,7.92,105.74,72.1,5.05,6.58,0.0012,0.295,False,IoT_Sensor
WQT_PAS_HAN_20240711,VLG_PAS_01,2024-07-11,Handpump,7.54,1.42,235.67,277.97,53.83,17.77,0.026,0.824,False,IoT_Sensor
WQT_GAU_RIV_20240712,VLG_GAU_01,2024-07-12,River,7.75,6.96,111.88,93.41,13.06,9.13,0.0014,0.31,False,IoT_Sensor
WQT_GAU_HAN_20240712,VLG_GAU_01,2024-07-12,Handpump,7.85,1.21,221.34,213.9,52.01,7.66,0.0191,0.892,False,IoT_Sensor
WQT_GAU_PON_20240712,VLG_GAU_01,2024-07-12,Pond,7.15,16.43,264.03,81.26,34.08,9.3,0.0037,0.37,False,IoT_Sensor
WQT_SIL_WEL_20240712,VLG_SIL_01,2024-07-12,Well,7.13,3.7,78.67,149.38,39.78,8.75,0.0049,0.519,False,IoT_Sensor
WQT_SIL_PON_20240712,VLG_SIL_01,2024-07-12,Pond,7.03,5.7,170.81,69.54,12.5,8.09,0.0007,0.386,False,IoT_Sensor
